brand;model;generation_code;generation_name;starts_year;ends_year;commercial_name;trim_name;body_style;fuel_type;transmission;fiscal_hp;seats;year_start;year_end;price_min_mad;price_max_mad;annual_mileage_km;source_name;source_url;confidence;notes
Hyundai;Getz;getz-1;Getz;2002;2011;1.5 CRDi;GL;hatchback;diesel;manual;6;5;2003;2011;28000;65000;15000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Hyundai;i20;i20-1;i20 I;2009;2014;1.4 CRDi;Pack;hatchback;diesel;manual;6;5;2009;2014;55000;90000;15000;Carsablanca historical baseline;curated://historical-morocco-official;0.4;Expanded Morocco used-market baseline
Hyundai;i20;i20-2;i20 II;2015;2020;1.4 CRDi;Pack;hatchback;diesel;manual;6;5;2015;2020;85000;140000;15000;Carsablanca historical baseline;curated://historical-morocco-official;0.44;Expanded Morocco used-market baseline
Hyundai;i30;i30-1;i30 I;2007;2012;1.6 CRDi;Pack;hatchback;diesel;manual;6;5;2007;2012;50000;90000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Hyundai;i30;i30-2;i30 II;2013;2017;1.6 CRDi;Pack;hatchback;diesel;manual;6;5;2013;2017;85000;135000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.42;Expanded Morocco used-market baseline
Hyundai;Elantra;elantra-hd;Elantra HD;2006;2010;1.6 CRDi;GLS;sedan;diesel;manual;6;5;2006;2010;42000;78000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Hyundai;Elantra;elantra-md;Elantra MD;2011;2016;1.6 CRDi;Pack;sedan;diesel;manual;6;5;2011;2016;80000;135000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.4;Expanded Morocco used-market baseline
Hyundai;Santa Fe;santa-fe-1;Santa Fe I;2001;2006;2.0 CRDi;Pack;suv;diesel;manual;8;5;2001;2006;45000;85000;18000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Hyundai;Santa Fe;santa-fe-2;Santa Fe II;2007;2012;2.2 CRDi;Pack;suv;diesel;automatic;10;7;2007;2012;85000;155000;18000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Hyundai;H-1;h1-1;H-1;2008;2018;2.5 CRDi;Pack;van;diesel;manual;10;8;2008;2018;100000;210000;22000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Kia;Cerato;cerato-1;Cerato I;2004;2008;1.6 CRDi;LX;sedan;diesel;manual;6;5;2005;2008;32000;62000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Kia;Cerato;cerato-2;Cerato II;2009;2013;1.6 CRDi;EX;sedan;diesel;manual;6;5;2009;2013;65000;105000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Kia;Cee'd;ceed-1;Cee'd I;2007;2012;1.6 CRDi;Active;hatchback;diesel;manual;6;5;2007;2012;45000;85000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Kia;Carens;carens-2;Carens II;2006;2012;2.0 CRDi;EX;van;diesel;manual;8;7;2006;2012;52000;95000;18000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Kia;Sorento;sorento-1;Sorento I;2002;2009;2.5 CRDi;EX;suv;diesel;automatic;10;5;2002;2009;62000;130000;18000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Kia;Sorento;sorento-2;Sorento II;2010;2015;2.2 CRDi;EX;suv;diesel;automatic;10;7;2010;2015;130000;220000;18000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Kia;Soul;soul-1;Soul I;2009;2013;1.6 CRDi;Active;crossover;diesel;manual;6;5;2009;2013;65000;105000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Toyota;Aygo;aygo-1;Aygo I;2005;2014;1.0 VVT-i;Terra;hatchback;gasoline;manual;5;4;2005;2014;26000;65000;12000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Toyota;Auris;auris-1;Auris I;2007;2012;1.4 D-4D;Luna;hatchback;diesel;manual;6;5;2007;2012;52000;95000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.4;Expanded Morocco used-market baseline
Toyota;Avensis;avensis-2;Avensis II;2003;2008;2.0 D-4D;Sol;sedan;diesel;manual;8;5;2003;2008;40000;78000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Toyota;Avensis;avensis-3;Avensis III;2009;2018;2.0 D-4D;Luna;sedan;diesel;manual;8;5;2009;2018;85000;165000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Toyota;Hilux;hilux-vigo;Hilux Vigo;2005;2015;2.5 D-4D;Double Cab;pickup;diesel;manual;10;5;2005;2015;95000;220000;22000;Carsablanca historical baseline;curated://historical-morocco-official;0.42;Expanded Morocco used-market baseline
Toyota;Hilux;hilux-revo;Hilux Revo;2016;2024;2.4 D-4D;Double Cab;pickup;diesel;manual;9;5;2016;2024;210000;360000;22000;Carsablanca historical baseline;curated://historical-morocco-official;0.46;Expanded Morocco used-market baseline
Toyota;Land Cruiser Prado;prado-j120;Land Cruiser Prado J120;2003;2009;3.0 D-4D;VX;suv;diesel;automatic;12;7;2003;2009;130000;240000;18000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Toyota;Land Cruiser Prado;prado-j150;Land Cruiser Prado J150;2010;2023;3.0 D-4D;VX;suv;diesel;automatic;12;7;2010;2023;250000;520000;18000;Carsablanca historical baseline;curated://historical-morocco-official;0.4;Expanded Morocco used-market baseline
Toyota;Verso;verso-1;Verso;2009;2018;2.0 D-4D;Luna;van;diesel;manual;8;7;2009;2018;78000;155000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Nissan;Micra;micra-k12;Micra K12;2003;2010;1.5 dCi;Acenta;hatchback;diesel;manual;6;5;2003;2010;26000;56000;14000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Nissan;Micra;micra-k13;Micra K13;2011;2016;1.2;Acenta;hatchback;gasoline;manual;6;5;2011;2016;55000;95000;14000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Nissan;Note;note-1;Note I;2006;2013;1.5 dCi;Acenta;van;diesel;manual;6;5;2006;2013;42000;85000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Nissan;Tiida;tiida-1;Tiida;2007;2012;1.5 dCi;Acenta;sedan;diesel;manual;6;5;2007;2012;45000;85000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Nissan;Almera;almera-n16;Almera N16;2000;2006;2.2 dCi;Acenta;sedan;diesel;manual;8;5;2002;2006;24000;52000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.32;Expanded Morocco used-market baseline
Nissan;X-Trail;xtrail-t30;X-Trail T30;2001;2007;2.2 dCi;Elegance;suv;diesel;manual;8;5;2001;2007;45000;90000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Nissan;X-Trail;xtrail-t31;X-Trail T31;2008;2014;2.0 dCi;Tekna;suv;diesel;manual;8;5;2008;2014;85000;160000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Nissan;Juke;juke-1;Juke I;2011;2019;1.5 dCi 110;Tekna;suv;diesel;manual;6;5;2011;2019;80000;160000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.4;Expanded Morocco used-market baseline
Nissan;Navara;navara-d40;Navara D40;2005;2014;2.5 dCi;LE;pickup;diesel;manual;10;5;2005;2014;85000;185000;22000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Nissan;Patrol;patrol-y61;Patrol Y61;2000;2010;3.0 Di;GR;suv;diesel;manual;12;7;2000;2010;100000;220000;18000;Carsablanca historical baseline;curated://historical-morocco-official;0.32;Expanded Morocco used-market baseline
Opel;Agila;agila-a;Agila A;2000;2007;1.2;Enjoy;hatchback;gasoline;manual;6;4;2000;2007;18000;42000;12000;Carsablanca historical baseline;curated://historical-morocco-official;0.32;Expanded Morocco used-market baseline
Opel;Meriva;meriva-a;Meriva A;2003;2010;1.7 CDTI;Enjoy;van;diesel;manual;7;5;2003;2010;30000;65000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Opel;Zafira;zafira-b;Zafira B;2005;2014;1.9 CDTI;Enjoy;van;diesel;manual;8;7;2005;2014;45000;105000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Opel;Vectra;vectra-c;Vectra C;2002;2008;1.9 CDTI;Elegance;sedan;diesel;manual;8;5;2004;2008;30000;62000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.32;Expanded Morocco used-market baseline
Opel;Insignia;insignia-a;Insignia A;2009;2017;2.0 CDTI;Enjoy;sedan;diesel;manual;8;5;2009;2017;70000;145000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Opel;Antara;antara-1;Antara;2007;2015;2.0 CDTI;Cosmo;suv;diesel;manual;8;5;2007;2015;70000;135000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Opel;Combo;combo-c;Combo C;2001;2011;1.3 CDTI;Tour;van;diesel;manual;6;5;2004;2011;35000;75000;19000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Volkswagen;Fox;fox-1;Fox;2005;2011;1.4 TDI;Trendline;hatchback;diesel;manual;6;5;2005;2011;30000;65000;15000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Volkswagen;Jetta;jetta-5;Jetta V;2005;2010;1.9 TDI;Trendline;sedan;diesel;manual;7;5;2005;2010;55000;95000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Volkswagen;Passat;passat-b5;Passat B5;2000;2005;1.9 TDI 130;Comfortline;sedan;diesel;manual;7;5;2000;2005;42000;75000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Volkswagen;Passat;passat-b6;Passat B6;2006;2010;2.0 TDI 140;Comfortline;sedan;diesel;manual;8;5;2006;2010;75000;125000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Volkswagen;Passat;passat-b7;Passat B7;2011;2015;2.0 TDI 140;Comfortline;sedan;diesel;manual;8;5;2011;2015;105000;165000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.4;Expanded Morocco used-market baseline
Volkswagen;Touran;touran-1;Touran I;2003;2015;1.9 TDI;Trendline;van;diesel;manual;7;7;2003;2015;50000;135000;18000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Volkswagen;Caddy;caddy-3;Caddy III;2004;2015;1.9 TDI;Life;van;diesel;manual;7;5;2004;2015;50000;130000;19000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Volkswagen;Touareg;touareg-1;Touareg I;2003;2010;3.0 V6 TDI;Carat;suv;diesel;automatic;12;5;2005;2010;130000;240000;18000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Volkswagen;Transporter;transporter-t5;Transporter T5;2003;2015;2.5 TDI;Combi;van;diesel;manual;10;8;2003;2015;90000;210000;24000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Seat;Cordoba;cordoba-2;Cordoba II;2002;2009;1.4 TDI;Reference;sedan;diesel;manual;6;5;2002;2009;28000;62000;15000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Seat;Altea;altea-1;Altea;2004;2015;1.9 TDI 105;Reference;van;diesel;manual;7;5;2004;2015;42000;110000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Seat;Toledo;toledo-3;Toledo III;2004;2009;1.9 TDI 105;Reference;sedan;diesel;manual;7;5;2004;2009;38000;72000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Seat;Exeo;exeo-1;Exeo;2009;2013;2.0 TDI 143;Style;sedan;diesel;manual;8;5;2009;2013;70000;120000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Skoda;Fabia;fabia-1;Fabia I;2000;2007;1.4 TDI;Classic;hatchback;diesel;manual;6;5;2000;2007;24000;52000;15000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Skoda;Fabia;fabia-2;Fabia II;2008;2014;1.6 TDI;Ambition;hatchback;diesel;manual;6;5;2008;2014;52000;98000;15000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Skoda;Octavia;octavia-1;Octavia I;2000;2004;1.9 TDI;Ambiente;sedan;diesel;manual;7;5;2000;2004;32000;60000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Skoda;Octavia;octavia-2;Octavia II;2005;2012;1.9 TDI;Ambition;sedan;diesel;manual;7;5;2005;2012;55000;115000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Skoda;Octavia;octavia-3;Octavia III;2013;2020;1.6 TDI;Ambition;sedan;diesel;manual;6;5;2013;2020;105000;190000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.42;Expanded Morocco used-market baseline
Skoda;Superb;superb-2;Superb II;2008;2015;2.0 TDI;Ambition;sedan;diesel;automatic;8;5;2008;2015;85000;165000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Skoda;Roomster;roomster-1;Roomster;2006;2015;1.6 TDI;Ambition;van;diesel;manual;6;5;2006;2015;42000;95000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Skoda;Yeti;yeti-1;Yeti;2009;2017;2.0 TDI;Ambition;suv;diesel;manual;8;5;2009;2017;85000;155000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Skoda;Rapid;rapid-1;Rapid;2013;2019;1.6 TDI;Ambition;sedan;diesel;manual;6;5;2013;2019;78000;135000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Chevrolet;Spark;spark-m200;Spark M200;2005;2009;0.8;LS;hatchback;gasoline;manual;5;4;2005;2009;18000;42000;12000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Chevrolet;Spark;spark-m300;Spark M300;2010;2015;1.0;LS;hatchback;gasoline;manual;6;4;2010;2015;35000;70000;12000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Chevrolet;Aveo;aveo-1;Aveo I;2006;2013;1.2;LS;hatchback;gasoline;manual;7;5;2006;2013;30000;68000;13000;Carsablanca historical baseline;curated://historical-morocco-official;0.42;Expanded Morocco used-market baseline
Chevrolet;Aveo Berline;aveo-sedan-1;Aveo Berline I;2006;2013;1.4;LS;sedan;gasoline;manual;7;5;2006;2013;32000;70000;13000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Chevrolet;Optra;optra-1;Optra;2004;2010;1.6;LS;sedan;gasoline;manual;7;5;2004;2010;28000;62000;13000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Chevrolet;Cruze;cruze-1;Cruze;2010;2016;2.0 VCDi;LT;sedan;diesel;manual;8;5;2010;2016;70000;120000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Chevrolet;Captiva;captiva-1;Captiva;2007;2015;2.0 VCDi;LT;suv;diesel;automatic;8;7;2007;2015;65000;135000;18000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Suzuki;Alto;alto-7;Alto;2009;2014;1.0;GL;hatchback;gasoline;manual;5;4;2009;2014;30000;62000;12000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Suzuki;Swift;swift-2;Swift II;2005;2010;1.3 DDiS;GLX;hatchback;diesel;manual;6;5;2005;2010;32000;68000;14000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Suzuki;Swift;swift-3;Swift III;2011;2017;1.3 DDiS;GLX;hatchback;diesel;manual;6;5;2011;2017;65000;115000;14000;Carsablanca historical baseline;curated://historical-morocco-official;0.4;Expanded Morocco used-market baseline
Suzuki;SX4;sx4-1;SX4;2006;2014;1.9 DDiS;GLX;crossover;diesel;manual;7;5;2006;2014;50000;105000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Suzuki;Grand Vitara;grand-vitara-2;Grand Vitara II;2005;2015;1.9 DDiS;JLX;suv;diesel;manual;7;5;2005;2015;65000;150000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Suzuki;Jimny;jimny-3;Jimny III;2000;2018;1.3;JX;suv;gasoline;manual;7;4;2000;2018;45000;120000;10000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Suzuki;Celerio;celerio-1;Celerio;2015;2021;1.0;GL;hatchback;gasoline;manual;5;4;2015;2021;55000;90000;12000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Honda;Jazz;jazz-1;Jazz I;2002;2008;1.4 i-DSI;LS;hatchback;gasoline;manual;6;5;2002;2008;30000;65000;12000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Honda;Jazz;jazz-2;Jazz II;2009;2014;1.4 i-VTEC;Elegance;hatchback;gasoline;manual;6;5;2009;2014;60000;105000;12000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Honda;Civic;civic-7;Civic VII;2001;2005;1.7 CTDi;LS;hatchback;diesel;manual;7;5;2002;2005;30000;60000;15000;Carsablanca historical baseline;curated://historical-morocco-official;0.32;Expanded Morocco used-market baseline
Honda;Civic;civic-8;Civic VIII;2006;2011;2.2 i-CTDi;Executive;hatchback;diesel;manual;9;5;2006;2011;65000;120000;15000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Honda;Accord;accord-7;Accord VII;2003;2008;2.2 i-CTDi;Executive;sedan;diesel;manual;9;5;2004;2008;55000;105000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.32;Expanded Morocco used-market baseline
Honda;CR-V;crv-2;CR-V II;2002;2006;2.2 i-CTDi;Executive;suv;diesel;manual;9;5;2005;2006;70000;95000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.32;Expanded Morocco used-market baseline
Honda;CR-V;crv-3;CR-V III;2007;2012;2.2 i-CTDi;Executive;suv;diesel;manual;9;5;2007;2012;95000;160000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Mazda;2;mazda2-de;Mazda2 DE;2007;2014;1.4 MZ-CD;Elegance;hatchback;diesel;manual;6;5;2007;2014;42000;85000;14000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Mazda;3;mazda3-bk;Mazda3 BK;2003;2009;1.6 MZ-CD;Elegance;hatchback;diesel;manual;6;5;2004;2009;38000;78000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Mazda;3;mazda3-bl;Mazda3 BL;2010;2013;1.6 MZ-CD;Elegance;hatchback;diesel;manual;6;5;2010;2013;76000;112000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Mazda;6;mazda6-gg;Mazda6 GG;2002;2008;2.0 MZR-CD;Elegance;sedan;diesel;manual;8;5;2003;2008;38000;80000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Mazda;CX-5;cx5-ke;CX-5 KE;2012;2017;2.2 Skyactiv-D;Dynamique;suv;diesel;manual;8;5;2012;2017;140000;240000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Mazda;BT-50;bt50-1;BT-50 I;2006;2011;2.5 MZR-CD;Double Cab;pickup;diesel;manual;10;5;2006;2011;75000;145000;22000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Mitsubishi;Colt;colt-z30;Colt Z30;2004;2012;1.5 DI-D;Invite;hatchback;diesel;manual;6;5;2004;2012;32000;76000;14000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Mitsubishi;Lancer;lancer-cs;Lancer CS;2003;2007;1.6;GLX;sedan;gasoline;manual;7;5;2003;2007;28000;58000;13000;Carsablanca historical baseline;curated://historical-morocco-official;0.32;Expanded Morocco used-market baseline
Mitsubishi;Lancer;lancer-cy;Lancer CY;2008;2015;2.0 DI-D;Invite;sedan;diesel;manual;8;5;2008;2015;65000;120000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Mitsubishi;ASX;asx-1;ASX;2010;2019;1.8 DI-D;Invite;suv;diesel;manual;8;5;2010;2019;90000;180000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Mitsubishi;Outlander;outlander-2;Outlander II;2007;2012;2.2 DI-D;Invite;suv;diesel;manual;8;7;2007;2012;85000;160000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Mitsubishi;Pajero;pajero-3;Pajero III;2000;2006;3.2 DI-D;GLS;suv;diesel;automatic;12;7;2000;2006;85000;170000;18000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Mitsubishi;Pajero;pajero-4;Pajero IV;2007;2021;3.2 DI-D;GLS;suv;diesel;automatic;12;7;2007;2021;160000;360000;18000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Mitsubishi;L200;l200-kb;L200 KB;2006;2015;2.5 DI-D;Double Cab;pickup;diesel;manual;10;5;2006;2015;85000;180000;22000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Mitsubishi;L200;l200-kj;L200 KJ;2016;2024;2.4 DI-D;Double Cab;pickup;diesel;manual;9;5;2016;2024;170000;310000;22000;Carsablanca historical baseline;curated://historical-morocco-official;0.42;Expanded Morocco used-market baseline
Volvo;S40;s40-2;S40 II;2004;2012;1.6D;Momentum;sedan;diesel;manual;6;5;2005;2012;50000;100000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Volvo;S60;s60-1;S60 I;2000;2009;2.4D;Momentum;sedan;diesel;manual;10;5;2002;2009;55000;115000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.32;Expanded Morocco used-market baseline
Volvo;V40;v40-2;V40 II;2012;2019;1.6 D2;Momentum;hatchback;diesel;manual;6;5;2012;2019;105000;185000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Volvo;XC60;xc60-1;XC60 I;2008;2017;2.4 D5;Momentum;suv;diesel;automatic;10;5;2008;2017;135000;270000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.36;Expanded Morocco used-market baseline
Volvo;XC90;xc90-1;XC90 I;2003;2014;2.4 D5;Momentum;suv;diesel;automatic;10;7;2003;2014;100000;240000;18000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Land Rover;Freelander;freelander-2;Freelander 2;2007;2014;2.2 TD4;S;suv;diesel;manual;9;5;2007;2014;100000;190000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Land Rover;Range Rover Evoque;evoque-1;Range Rover Evoque I;2012;2018;2.2 eD4;Pure;suv;diesel;automatic;9;5;2012;2018;210000;360000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Land Rover;Discovery;discovery-3;Discovery 3;2004;2009;2.7 TDV6;SE;suv;diesel;automatic;12;7;2004;2009;120000;230000;18000;Carsablanca historical baseline;curated://historical-morocco-official;0.32;Expanded Morocco used-market baseline
Jeep;Cherokee;cherokee-kj;Cherokee KJ;2002;2007;2.8 CRD;Limited;suv;diesel;automatic;10;5;2002;2007;65000;130000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.32;Expanded Morocco used-market baseline
Jeep;Grand Cherokee;grand-cherokee-wk;Grand Cherokee WK;2005;2010;3.0 CRD;Limited;suv;diesel;automatic;12;5;2005;2010;95000;180000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.32;Expanded Morocco used-market baseline
Jeep;Compass;compass-mk;Compass MK;2007;2016;2.2 CRD;Limited;suv;diesel;manual;9;5;2007;2016;70000;140000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Jeep;Wrangler;wrangler-jk;Wrangler JK;2007;2018;2.8 CRD;Sahara;suv;diesel;automatic;10;4;2007;2018;170000;350000;12000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
SsangYong;Korando;korando-c;Korando C;2011;2019;2.0 e-XDi;Quartz;suv;diesel;manual;8;5;2011;2019;80000;160000;16000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
SsangYong;Rexton;rexton-1;Rexton I;2002;2012;2.7 XDi;Premium;suv;diesel;automatic;10;7;2002;2012;65000;150000;18000;Carsablanca historical baseline;curated://historical-morocco-official;0.32;Expanded Morocco used-market baseline
SsangYong;Actyon;actyon-1;Actyon;2006;2012;2.0 XDi;Premium;suv;diesel;manual;8;5;2006;2012;52000;105000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.32;Expanded Morocco used-market baseline
Isuzu;D-Max;dmax-1;D-Max I;2002;2011;3.0 TD;Double Cab;pickup;diesel;manual;12;5;2002;2011;70000;150000;22000;Carsablanca historical baseline;curated://historical-morocco-official;0.34;Expanded Morocco used-market baseline
Isuzu;D-Max;dmax-2;D-Max II;2012;2020;2.5 TD;Double Cab;pickup;diesel;manual;10;5;2012;2020;130000;240000;22000;Carsablanca historical baseline;curated://historical-morocco-official;0.38;Expanded Morocco used-market baseline
Mahindra;Scorpio;scorpio-1;Scorpio;2005;2014;2.2 CRDe;GLX;suv;diesel;manual;9;7;2005;2014;50000;115000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.3;Expanded Morocco used-market baseline
Mahindra;XUV500;xuv500-1;XUV500;2014;2021;2.2 mHawk;W8;suv;diesel;manual;9;7;2014;2021;110000;200000;17000;Carsablanca historical baseline;curated://historical-morocco-official;0.32;Expanded Morocco used-market baseline
Chery;QQ;qq-1;QQ;2008;2014;0.8;Comfort;hatchback;gasoline;manual;5;4;2008;2014;16000;42000;12000;Carsablanca historical baseline;curated://historical-morocco-official;0.28;Expanded Morocco used-market baseline
